x,y,z,axial_position,angle_rad,angle_deg,deviation,inward_depth,outward_offset
-5.919463,-1.022983,-0.071534,-5.915267914769347,1.6398254623433022,93.95507813036012,0.025071200359229606,0.0,0.025071200359229606
-5.919463,-1.024772,-0.035786,-5.915257966764709,1.604807973442485,91.94872380719708,0.025016884637261927,0.0,0.025016884637261927
-5.919463,-1.025189,0.0,-5.915247657976274,1.5697911661702761,89.94240853847651,0.02484324565825735,0.0,0.02484324565825735
-5.919463,-1.024251,0.035768,-5.915237009035487,1.5347752456176913,87.936144075048,0.024567506275939288,0.0,0.024567506275939288
-5.919463,-1.021974,0.071463,-5.915226040027849,1.4997616111463086,85.930010594424,0.024203480462531624,0.0,0.024203480462531624
-5.919463,-0.993274,-0.247651,-5.915311598633009,1.814924329926215,103.98750424038109,0.02318199957623801,0.0,0.02318199957623801
-5.919463,-1.001975,-0.212976,-5.915303724788667,1.7799030614917328,101.98093336589054,0.02386976866782964,0.0,0.02386976866782964
-5.919463,-1.009305,-0.177968,-5.91529540455925,1.74488323873441,99.97444532259973,0.024399264421005706,0.0,0.024399264421005706
-5.919463,-1.015253,-0.142685,-5.915286652021046,1.7098635548269392,97.96796523481946,0.024772598483270403,0.0,0.024772598483270403
-5.919463,-1.019812,-0.107187,-5.91527748285202,1.674844287816011,95.96150903345156,0.024993561372912088,0.0,0.024993561372912088
-5.919463,-1.018378,0.107036,-5.915214770312241,1.4647480316174188,83.92388026177296,0.02376707579587889,0.0,0.02376707579587889
-5.919463,-1.013484,0.142436,-5.915203220084518,1.4297364747058148,81.91786581655596,0.0232730046626467,0.0,0.0232730046626467
-5.919463,-1.007311,0.177616,-5.9151914078665815,1.3947266604993778,79.91195122098998,0.022732327004301056,0.0,0.022732327004301056
-5.919463,-0.999878,0.212531,-5.915179351598263,1.3597178787253228,77.9060957794421,0.022154575825989675,0.0,0.022154575825989675
-5.919463,-0.991203,0.247135,-5.915167069255521,1.3247114215399352,75.90037352701398,0.02154627167419998,0.0,0.02154627167419998
-5.919463,-0.971846,-0.315772,-5.9153259624041565,1.8849674537434074,108.00067961901847,0.021352288090864424,0.0,0.021352288090864424
-5.919463,-0.983222,-0.281935,-5.915319014310103,1.849946292922415,105.9941149103267,0.02234000452523721,0.0,0.02234000452523721
-5.919463,-0.981301,0.281384,-5.915154577467543,1.2897067571085632,73.89475399182466,0.020909601154691315,0.0,0.020909601154691315
-5.919463,-0.970188,0.315233,-5.915141893409452,1.2547048959242677,71.88929507086175,0.02024570329455544,0.0,0.02024570329455544
-5.919463,-0.930112,-0.414113,-5.915343945318163,1.990033734630308,114.02053408297391,0.017647151590310384,0.0,0.017647151590310384
-5.919463,-0.945252,-0.381907,-5.915338431354786,1.9550116469998364,112.01391627201056,0.01898922527152347,0.0,0.01898922527152347
-5.919463,-0.959177,-0.349112,-5.91533243626521,1.9199893727633572,110.00728776931054,0.02023025966781067,0.0,0.02023025966781067
-5.919463,-0.957875,0.348638,-5.915129032690828,1.219704394169709,69.8839140394853,0.019549478851955127,0.0,0.019549478851955127
-5.919463,-0.944376,0.381553,-5.91511601226803,1.1847060568405083,67.87865702054694,0.01881634146759048,0.0,0.01881634146759048
-5.919463,-0.913801,-0.44569,-5.915348977729476,2.0250548057198268,116.02709365043096,0.016223921639592187,0.0,0.016223921639592187
-5.919463,-0.929703,0.41393,-5.915102849169691,1.1497110586505617,65.87359132019505,0.01803719140038973,0.0,0.01803719140038973
-5.919463,-0.913868,0.445723,-5.915089559842367,1.1147175690072861,63.86861205320059,0.017201865162446928,0.0,0.017201865162446928
-5.919463,-0.877847,-0.506825,-5.91535760561601,2.095098211288788,120.04028517225555,0.013219385940266393,0.0,0.013219385940266393
-5.919463,-0.896364,-0.476605,-5.915353530455024,2.060076836746449,118.03370821823263,0.014741143773229104,0.0,0.014741143773229104
-5.919463,-0.896888,0.476884,-5.915076162589198,1.079726451310642,61.86376868873736,0.016302084457395005,0.0,0.016302084457395005
-5.919463,-0.878781,0.507364,-5.915062676259259,1.04473879997094,59.8591239318972,0.015327892503402274,0.0,0.015327892503402274
-5.919463,-0.858297,-0.536323,-5.9153612073347634,2.1301188530627844,122.0468201417451,0.011680994658168076,0.0,0.011680994658168076
-5.919463,-0.859567,0.537117,-5.915049119338318,1.0097529127354476,57.85458025078287,0.014270492850377736,0.0,0.014270492850377736
-5.919463,-0.816268,-0.593054,-5.915367004966013,2.200159389822759,126.05984729292256,0.008624727747815197,0.0,0.008624727747815197
-5.919463,-0.837756,-0.565074,-5.915364339041185,2.165139861409046,124.05337611427831,0.010143407961051731,0.0,0.010143407961051731
-5.919463,-0.839272,0.566096,-5.915035512132584,0.9747700741214821,55.85021124281535,0.013123685262968254,0.0,0.013123685262968254
-5.919463,-0.817927,0.594258,-5.915021875058623,0.9397904873716963,53.84602855294089,0.01188536643567295,0.0,0.01188536643567295
-5.919463,-0.793871,-0.62024,-5.915369208101621,2.2351773741195924,128.0662300001865,0.007137120397386121,0.0,0.007137120397386121
-5.919463,-0.795565,0.621564,-5.91500822787865,0.9048122449344508,51.84192288650133,0.01055527576953097,0.0,0.01055527576953097
-5.919463,-0.770601,-0.646611,-5.915370951512654,2.2701946882015176,130.0725743069648,0.005691082722759533,0.0,0.005691082722759533
-5.919463,-0.772227,0.647976,-5.914994592103052,0.8698378569402321,49.83803806337958,0.009137989382928091,0.0,0.009137989382928091
-5.919463,-0.721576,-0.696817,-5.915373066833293,2.340224707560515,134.08499885545484,0.0029475101700063844,0.0,0.0029475101700063844
-5.919463,-0.746492,-0.672145,-5.915372237462914,2.3052111647638687,132.0788706274063,0.004293758340582321,0.0,0.004293758340582321
-5.919463,-0.747956,0.673462,-5.91498098800579,0.8348674821736259,47.83438318126226,0.00764103659735238,0.0,0.00764103659735238
-5.919463,-0.722797,0.697997,-5.914967434333363,0.7998988432618219,45.830827756298945,0.006076061532466759,0.0,0.006076061532466759
-5.919463,-0.69588,-0.720605,-5.915373440103287,2.3752384119280032,136.09113634083067,0.0016519348878205609,0.0,0.0016519348878205609
-5.919463,-0.696802,0.721559,-5.914953950743462,0.7649343946240735,43.82751241635402,0.004459911933042071,0.0,0.004459911933042071
-5.919463,-0.669433,-0.74348,-5.915373356224928,2.4102490904920217,138.09710046043807,0.00040204887809913714,0.0,0.00040204887809913714
-5.919463,-0.670019,0.744132,-5.914940554127949,0.7299721212814149,41.824321711636934,0.0028088420013812065,0.0,0.0028088420013812065
-5.919463,-0.642262,-0.765418,-5.91537281509564,2.4452588695770374,140.10301304369486,-0.0008061520893606344,0.0008061520893606344,0.0
-5.919463,-0.642502,0.765705,-5.914927261452903,0.6950138662071019,39.82136123673701,0.00114514475637717,0.0,0.00114514475637717
-5.919463,-0.614395,-0.786389,-5.915371815121516,2.4802657968344444,142.10876222926575,-0.0019816609214232672,0.0019816609214232672,0.0
-5.919463,-0.614302,0.786271,-5.9149140877555455,0.6600599477256284,37.818649230304246,-0.0005096429398955271,0.0005096429398955271,0.0
-5.919463,-0.58586,-0.806367,-5.915370355872802,2.51527141394941,144.11443634920423,-0.003131681091402605,0.003131681091402605,0.0
-5.919463,-0.585468,0.805828,-5.914901046108109,0.6251093451277713,35.81612721000806,-0.002132795146084776,0.002132795146084776,0.0
-5.919463,-0.556687,-0.825323,-5.915368436556434,2.550274792801317,146.11998222611595,-0.004265824222329684,0.004265824222329684,0.0
-5.919463,-0.556049,0.824376,-5.914888149000747,0.5901633251514219,33.81386775458338,-0.003701274915256625,0.003701274915256625,0.0
-5.919463,-0.52691,-0.843232,-5.915366058563103,2.585274951083079,148.1253435779508,-0.005389613670904958,0.005389613670904958,0.0
-5.919463,-0.526088,0.841917,-5.9148754068121345,0.5552204132273285,31.81178637743547,-0.0051950085263816614,0.0051950085263816614,0.0
-5.919463,-0.496561,-0.86007,-5.915363223064735,2.620273824491851,150.13063131198606,-0.006510208076224155,0.006510208076224155,0.0
-5.919463,-0.495628,0.858453,-5.914862829920944,0.5202821824124266,29.809973208087673,-0.006594862396789969,0.006594862396789969,0.0
-5.919463,-0.46568,-0.875816,-5.915359934145581,2.6552685176942594,152.13567953783922,-0.007629510663017536,0.007629510663017536,0.0
-5.919463,-0.464707,0.873987,-5.914850427140304,0.48534817660365404,27.808402113759502,-0.007884361059983691,0.007884361059983691,0.0
-5.919463,-0.434304,-0.890455,-5.915356196871412,2.6902616782507387,154.14063994954915,-0.008747202600230097,0.008747202600230097,0.0
-5.919463,-0.43336,0.888519,-5.914838207391756,0.4504190652418412,25.807111450585175,-0.009051814841322003,0.009051814841322003,0.0
-5.919463,-0.402475,-0.903974,-5.915352018164585,2.725251981415124,156.14543664475167,-0.009860232188952267,0.009860232188952267,0.0
-5.919463,-0.401618,0.902048,-5.91482617886827,0.41549406821615265,23.806056521506267,-0.01008886236742157,0.01008886236742157,0.0
-5.919463,-0.370236,-0.916366,-5.915347406948582,2.7602388892739587,158.15003880327598,-0.01096127669417879,0.01096127669417879,0.0
-5.919463,-0.36951,0.91457,-5.914814350126133,0.3805730177272371,21.805227712328147,-0.010991172268608462,0.010991172268608462,0.0
-5.919463,-0.337629,-0.927629,-5.915342373347176,2.7952233897089696,160.1545030265757,-0.012040196937002978,0.012040196937002978,0.0
-5.919463,-0.337065,0.926077,-5.914802730885781,0.34565789311592326,19.804738430926516,-0.011758688583762167,0.011758688583762167,0.0
-5.919463,-0.304698,-0.937765,-5.915336929158093,2.8302042255611237,162.15875728474404,-0.013083720954606637,0.013083720954606637,0.0
-5.919463,-0.304307,0.93656,-5.914791329884181,0.31074629385139757,17.804451137017164,-0.01239459850578506,0.01239459850578506,0.0
-5.919463,-0.271485,-0.946781,-5.915331087124444,2.865181484729727,164.16280661404028,-0.014075840358214076,0.014075840358214076,0.0
-5.919463,-0.271263,0.946005,-5.9147801580781945,0.27583981006217245,15.80445693825274,-0.012906231684312486,0.012906231684312486,0.0
-5.919463,-0.23803,-0.954688,-5.915324860643692,2.900155808396869,166.16668775149202,-0.014998390683825802,0.014998390683825802,0.0
-5.919463,-0.237958,0.954397,-5.914769226205919,0.2409373448546389,13.804692987258871,-0.013303073394303366,0.013303073394303366,0.0
-5.919463,-0.204373,-0.961498,-5.915318263404338,2.9351253431557813,168.17029450471375,-0.015833287869546853,0.015833287869546853,0.0
-5.919463,-0.20442,0.961719,-5.91475854635223,0.2060399303696965,11.805218421352965,-0.013596336951387622,0.013596336951387622,0.0
-5.919463,-0.170548,-0.967227,-5.915311308729627,2.97009227426684,170.1737520799021,-0.01656079628128848,0.01656079628128848,0.0
-5.919463,-0.170676,0.967953,-5.91474813063814,0.17114621793858165,9.80595596750691,-0.013799130309655183,0.013799130309655183,0.0
-5.919463,-0.13659,-0.971888,-5.91530400932459,3.005054432213897,172.17693617293824,-0.017164596951333877,0.017164596951333877,0.0
-5.919463,-0.136758,0.973081,-5.914737992459168,0.13625806517517935,7.8070120591562775,-0.013924369814041548,0.013924369814041548,0.0
-5.919463,-0.102529,-0.975496,-5.915296377201829,3.0400125182079325,174.17988696025185,-0.017627910259572666,0.017627910259572666,0.0
-5.919463,-0.102696,0.977089,-5.914728143536878,0.10137305279310384,5.808248081401731,-0.013982216147245707,0.013982216147245707,0.0
-5.919463,-0.068393,-0.978064,-5.91528842328207,3.0749666532710322,176.18261137589772,-0.017936593233747744,0.017936593233747744,0.0
-5.919463,-0.068526,0.979962,-5.9147185974132785,0.06649347243396916,3.8097953356359144,-0.01398396368729704,0.01398396368729704,0.0
-5.919463,-0.034208,-0.9796,-5.915280156521046,3.109916755273755,178.18510471420547,-0.01808201919218,0.01808201919218,0.0
-5.919463,-0.034281,0.98169,-5.914709365410489,0.031616754381137244,1.8115065879409191,-0.013937254003606458,0.013937254003606458,0.0
-5.919463,0.0,-0.980112,-5.915271585874487,-3.1383238382870466,-179.81271067914486,-0.01805592527167077,0.01805592527167077,0.0
-5.919463,0.0,0.982267,-5.914700459215877,-0.0032546734065761946,-0.1864790498902822,-0.013846422177447582,0.013846422177447582,0.0
-5.919463,0.034208,-0.9796,-5.915262717205122,-3.10338368743911,-177.81078750000765,-0.017858399909662093,0.017858399909662093,0.0
-5.919463,0.034281,0.98169,-5.914691888879,-0.038122007191600644,-2.1842301186460893,-0.013714112190086336,0.013714112190086336,0.0
